theme_id,theme_name,theme_description,theme_icon,subtheme_id,subtheme_name,subtheme_description,subtheme_icon,indicator_id,indicator_title,indicator_description,indicator_source,indicator_unit,indicator_icon,indicator_map1_url,indicator_map2_url
07-habitat-cores,7.0 Habitat Cores,"Protected areas and other relatively undisturbed wildland habitats are defined by stable environmental conditions and healthy terrestrial ecosystem functions that sustain the life-cycle needs of diverse animal and plant communities. Wildlife habitat cores range from large home-range areas to smaller stepping-stone patches within fragmented landscapes. They serve as resource hubs within broader networks of ecological connectivity, offering refuge for larger animals migrating along movement pathways between areas of higher habitat suitability, as well as for resident populations of smaller animals.",icon-icon-habitat-cores,07-03-small-range-species,7.3 Small-Range Species,"Habitat cores for small-ranging focal species reflect life-cycle needs such as access to food, water, and shelter; reproduction; social structures (i.e., solitary or group behaviour); environmental stability; and the ability to move freely within a given home range.  For species in this grouping, habitat cores are characterized by mean home-range sizes of less than 1 square kilometre, minimum stepping-stone patch sizes of 350 hectares, and dispersal distances of 6 kilometres.",icon-small-range-species,07-03-04-garter-snake,7.3.4 Garter Snake,"Garter snakes are slender, non-venomous reptiles with distinctive longitudinal stripes, typically yellow, green, or blue, running down their dark bodies. Males are considerably smaller than females. They are highly adaptable and often found near water, where they hunt amphibians and small fish. Garter snakes are active during the day and hibernate communally in winter, sometimes in large numbers. They give birth to live young and use their keen sense of smell and tongue-flicking to locate prey. In BC, several subspecies exist, including the common western garter and the more aquatic valley garter. In the Sea-to-Sky the most frequently seen is the common garter snake.",Source,relative index value (0-100),icon-garter-snake,,
07-habitat-cores,7.0 Habitat Cores,"Protected areas and other relatively undisturbed wildland habitats are defined by stable environmental conditions and healthy terrestrial ecosystem functions that sustain the life-cycle needs of diverse animal and plant communities. Wildlife habitat cores range from large home-range areas to smaller stepping-stone patches within fragmented landscapes. They serve as resource hubs within broader networks of ecological connectivity, offering refuge for larger animals migrating along movement pathways between areas of higher habitat suitability, as well as for resident populations of smaller animals.",icon-icon-habitat-cores,07-03-small-range-species,7.3 Small-Range Species,"Habitat cores for small-ranging focal species reflect life-cycle needs such as access to food, water, and shelter; reproduction; social structures (i.e., solitary or group behaviour); environmental stability; and the ability to move freely within a given home range.  For species in this grouping, habitat cores are characterized by mean home-range sizes of less than 1 square kilometre, minimum stepping-stone patch sizes of 350 hectares, and dispersal distances of 6 kilometres.",icon-small-range-species,07-03-05-pacific-tree-frog,7.3.5 Pacific Tree Frog,"The Pacific Tree frog is a tiny, vocal amphibian known for its loud nighttime calls and remarkable colour variation, ranging from green to brown, with a dark eye stripe. Despite their name, they are technically tree frogs and possess toe pads for climbing. These frogs breed in shallow wetlands and temporary pools, laying eggs in clusters attached to vegetation. After metamorphosis, juveniles disperse into upland habitats. Pacific chorus frogs are active from spring through fall and hibernate in leaf litter or underground during winter.",Source,relative index value (0-100),icon-pacific-tree-frog,,
07-habitat-cores,7.0 Habitat Cores,"Protected areas and other relatively undisturbed wildland habitats are defined by stable environmental conditions and healthy terrestrial ecosystem functions that sustain the life-cycle needs of diverse animal and plant communities. Wildlife habitat cores range from large home-range areas to smaller stepping-stone patches within fragmented landscapes. They serve as resource hubs within broader networks of ecological connectivity, offering refuge for larger animals migrating along movement pathways between areas of higher habitat suitability, as well as for resident populations of smaller animals.",icon-icon-habitat-cores,07-04-micro-range-species,7.4 Micro-Range Species,"Habitat cores for small-ranging focal species reflect life-cycle needs such as access to food, water, and shelter; reproduction; social structures (i.e., solitary or group behaviour); environmental stability; and the ability to move freely within a given home range.  For species in this grouping, habitat cores are characterized by patch sizes of 2 -5 hectares and mean dispersal distances of up to 1 kilometre.",icon-micro-range-species,07-04-01-western-toad,7.4.1 Western Toad,"Western toads are stout amphibians with dry, bumpy skin and a pale stripe running down their back. Unlike frogs, they walk rather than hop, and their parotoid glands behind the eyes secrete mild toxins to deter predators. These toads breed in shallow wetlands and lay long strings of eggs. After metamorphosis, juveniles disperse into upland habitats, often traveling hundreds of meters from breeding sites. Western toads are active from spring to fall and hibernate underground during winter.",Source,relative index value (0-100),icon-western-toad,,
07-habitat-cores,7.0 Habitat Cores,"Protected areas and other relatively undisturbed wildland habitats are defined by stable environmental conditions and healthy terrestrial ecosystem functions that sustain the life-cycle needs of diverse animal and plant communities. Wildlife habitat cores range from large home-range areas to smaller stepping-stone patches within fragmented landscapes. They serve as resource hubs within broader networks of ecological connectivity, offering refuge for larger animals migrating along movement pathways between areas of higher habitat suitability, as well as for resident populations of smaller animals.",icon-icon-habitat-cores,07-04-micro-range-species,7.4 Micro-Range Species,"Habitat cores for small-ranging focal species reflect life-cycle needs such as access to food, water, and shelter; reproduction; social structures (i.e., solitary or group behaviour); environmental stability; and the ability to move freely within a given home range.  For species in this grouping, habitat cores are characterized by patch sizes of 2 -5 hectares and mean dispersal distances of up to 1 kilometre.",icon-micro-range-species,07-04-02-red-legged-frog,7.4.2 Red-Legged Frog,"Northern red-legged frogs are slender, long-legged amphibians with smooth skin and a reddish hue on their hind limbs. Their eyes are positioned slightly forward, and they often have a faint gold wash on their back. These frogs breed early in the year, sometimes while snow still lingers, laying egg masses in cool, still wetlands. After metamorphosis, juveniles disperse into moist forest habitats, where they forage and overwinter under logs or in root channels. They are sensitive to habitat disturbance and require cool, shaded environments to thrive.",Source,relative index value (0-100),icon-red-legged-frog,,
07-habitat-cores,7.0 Habitat Cores,"Protected areas and other relatively undisturbed wildland habitats are defined by stable environmental conditions and healthy terrestrial ecosystem functions that sustain the life-cycle needs of diverse animal and plant communities. Wildlife habitat cores range from large home-range areas to smaller stepping-stone patches within fragmented landscapes. They serve as resource hubs within broader networks of ecological connectivity, offering refuge for larger animals migrating along movement pathways between areas of higher habitat suitability, as well as for resident populations of smaller animals.",icon-icon-habitat-cores,07-04-micro-range-species,7.4 Micro-Range Species,"Habitat cores for small-ranging focal species reflect life-cycle needs such as access to food, water, and shelter; reproduction; social structures (i.e., solitary or group behaviour); environmental stability; and the ability to move freely within a given home range.  For species in this grouping, habitat cores are characterized by patch sizes of 2 -5 hectares and mean dispersal distances of up to 1 kilometre.",icon-micro-range-species,07-04-03-ensatina-salamander,7.4.3 Ensatina Salamander,"The Ensatina salamander is a small, lungless amphibian with smooth skin and a constricted tail base. Its coloration varies from reddish-brown to orange or gray, often with mottled patterns. Unlike many amphibians, Ensatinas do not have an aquatic larval stage, they hatch directly from eggs laid in moist terrestrial microhabitats. These salamanders breathe through their skin and require cool, damp environments to survive. They are nocturnal and secretive, sheltering under logs, leaf litter, and rocks during the day.",Source,relative index value (0-100),icon-ensatina-salamander,,
07-habitat-cores,7.0 Habitat Cores,"Protected areas and other relatively undisturbed wildland habitats are defined by stable environmental conditions and healthy terrestrial ecosystem functions that sustain the life-cycle needs of diverse animal and plant communities. Wildlife habitat cores range from large home-range areas to smaller stepping-stone patches within fragmented landscapes. They serve as resource hubs within broader networks of ecological connectivity, offering refuge for larger animals migrating along movement pathways between areas of higher habitat suitability, as well as for resident populations of smaller animals.",icon-icon-habitat-cores,07-04-micro-range-species,7.4 Micro-Range Species,"Habitat cores for small-ranging focal species reflect life-cycle needs such as access to food, water, and shelter; reproduction; social structures (i.e., solitary or group behaviour); environmental stability; and the ability to move freely within a given home range.  For species in this grouping, habitat cores are characterized by patch sizes of 2 -5 hectares and mean dispersal distances of up to 1 kilometre.",icon-micro-range-species,07-04-04-northwestern-salamander,7.4.4 Northwestern Salamander,"The Northwestern salamander is a secretive amphibian with smooth brown skin and large parotoid glands behind the eyes. Adults are terrestrial, while larvae and juvenile individuals remain aquatic. They breed in still or slow-moving water, laying egg masses attached to submerged vegetation. After metamorphosis, juveniles disperse into moist forest habitats, often sheltering under logs, leaf litter, or in burrows. These salamanders are long-lived and sensitive to habitat disturbance, especially changes in moisture and temperature.",Source,relative index value (0-100),icon-northwest-salamander,,
07-habitat-cores,7.0 Habitat Cores,"Protected areas and other relatively undisturbed wildland habitats are defined by stable environmental conditions and healthy terrestrial ecosystem functions that sustain the life-cycle needs of diverse animal and plant communities. Wildlife habitat cores range from large home-range areas to smaller stepping-stone patches within fragmented landscapes. They serve as resource hubs within broader networks of ecological connectivity, offering refuge for larger animals migrating along movement pathways between areas of higher habitat suitability, as well as for resident populations of smaller animals.",icon-icon-habitat-cores,07-04-micro-range-species,7.4 Micro-Range Species,"Habitat cores for small-ranging focal species reflect life-cycle needs such as access to food, water, and shelter; reproduction; social structures (i.e., solitary or group behaviour); environmental stability; and the ability to move freely within a given home range.  For species in this grouping, habitat cores are characterized by patch sizes of 2 -5 hectares and mean dispersal distances of up to 1 kilometre.",icon-micro-range-species,07-04-05-long-toed-salamander,7.4.5 Long-Toed Salamander,"The long-toed salamander is a slender amphibian with a dark body, yellow or olive dorsal stripe, and notably elongated fourth toe on the hind foot. It breeds in shallow ponds and lakes, laying eggs singly or in small clusters attached to submerged vegetation. Larvae are aquatic, while adults are terrestrial and nocturnal, sheltering under logs, rocks, and leaf litter. These salamanders are active in spring and fall, often migrating short distances between breeding and foraging habitats. Their permeable skin makes them highly sensitive to pollutants and moisture loss.",Source,relative index value (0-100),icon-long-toed-salamander,,
07-habitat-cores,7.0 Habitat Cores,"Protected areas and other relatively undisturbed wildland habitats are defined by stable environmental conditions and healthy terrestrial ecosystem functions that sustain the life-cycle needs of diverse animal and plant communities. Wildlife habitat cores range from large home-range areas to smaller stepping-stone patches within fragmented landscapes. They serve as resource hubs within broader networks of ecological connectivity, offering refuge for larger animals migrating along movement pathways between areas of higher habitat suitability, as well as for resident populations of smaller animals.",icon-icon-habitat-cores,07-04-micro-range-species,7.4 Micro-Range Species,"Habitat cores for small-ranging focal species reflect life-cycle needs such as access to food, water, and shelter; reproduction; social structures (i.e., solitary or group behaviour); environmental stability; and the ability to move freely within a given home range.  For species in this grouping, habitat cores are characterized by patch sizes of 2 -5 hectares and mean dispersal distances of up to 1 kilometre.",icon-micro-range-species,07-04-06-northern-alligator-lizard,7.4.6 Northern Alligator Lizard,"Alligator lizards are slender, long-bodied reptiles with rough scales and a distinctive fold along each side of the body. Their coloration ranges from olive to brown with dark bands, and have the ability to drop their tails to escape predators. These lizards are secretive and often found under logs, rocks, or leaf litter. They are active during warm months and hibernate in winter. Alligator lizards give birth to live young rather than laying eggs, a rare trait among reptiles in BC.",Source,relative index value (0-100),icon-aligator-lizard,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-01-large-range-linkages,8.1 Large-Range Linkages,"Corridors for large-ranging mammals (e.g., grizzly bears, wolves, elk, lynx) are usually extensive, often spanning landscape-scale or transboundary natural pathways that link large core habitats. These corridors must be wide enough to support not only movement but also normal behaviour, providing adequate food, water, and cover to reduce human-wildlife conflict and facilitate genetic exchange over broad areas. At local and regional levels, they help guide the placement of crossing structures, such as highway overpasses and underpasses, to ensure safe passage across human-made barriers.",icon-large-range-corridors,08-01-01-grizzly-bear,8.1.1 Grizzly Bear,"Grizzly bears are powerful omnivores with a distinctive shoulder hump and long claws adapted for digging. Their fur ranges from dark brown to blonde, often tipped with silver giving them a “grizzled” appearance. Found in remote mountainous and forested regions of British Columbia, grizzlies are solitary and wide-ranging, with home ranges spanning hundreds of square kilometres. They play a keystone role in ecosystems by turning over soil, dispersing seeds, and regulating prey populations. Grizzlies enter hibernation from November to April, and like black bears, undergo hyperphagia in late summer, consuming up to 20,000 calories daily to prepare for winter.",Source,relative index value (0-100),icon-grizzly-bear,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-01-large-range-linkages,8.1 Large-Range Linkages,"Corridors for large-ranging mammals (e.g., grizzly bears, wolves, elk, lynx) are usually extensive, often spanning landscape-scale or transboundary natural pathways that link large core habitats. These corridors must be wide enough to support not only movement but also normal behaviour, providing adequate food, water, and cover to reduce human-wildlife conflict and facilitate genetic exchange over broad areas. At local and regional levels, they help guide the placement of crossing structures, such as highway overpasses and underpasses, to ensure safe passage across human-made barriers.",icon-large-range-corridors,08-01-02-wolverine,8.1.2 Wolverine,"Wolverines are muscular, solitary carnivores known for their strength, endurance, and tenacity. With thick dark fur, pale facial masks, and bushy tails, they resemble small bears more than weasels. Wolverines are adapted to cold, snowy environments and can travel vast distances in search of food. They scavenge large carcasses and hunt small prey, often caching food. In BC, wolverines are rare and elusive, with populations concentrated in remote mountainous terrain. Their low reproductive rate and sensitivity to disturbance make them vulnerable to habitat fragmentation.",Source,relative index value (0-100),icon-wolverine,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-01-large-range-linkages,8.1 Large-Range Linkages,"Corridors for large-ranging mammals (e.g., grizzly bears, wolves, elk, lynx) are usually extensive, often spanning landscape-scale or transboundary natural pathways that link large core habitats. These corridors must be wide enough to support not only movement but also normal behaviour, providing adequate food, water, and cover to reduce human-wildlife conflict and facilitate genetic exchange over broad areas. At local and regional levels, they help guide the placement of crossing structures, such as highway overpasses and underpasses, to ensure safe passage across human-made barriers.",icon-large-range-corridors,08-01-03-pacific-fisher,8.1.3 Pacific Fisher,"The Pacific fisher is a secretive, forest-dwelling carnivore in the weasel family. With sleek chocolate-brown fur, bushy tails, and agile bodies, fishers are expert climbers and hunters. They prefer mature coniferous forests with complex canopy structure and abundant windfall timber, which they use for denning and hunting. Despite their name, fishers do not eat fish and instead they prey on squirrels, snowshoe hares, and even porcupines. In BC, Pacific fishers are rare and declining, with fragmented populations in the southern interior and isolated individuals in the Sea-to-sky region.",Source,relative index value (0-100),icon-pacific-fisher,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-01-large-range-linkages,8.1 Large-Range Linkages,"Corridors for large-ranging mammals (e.g., grizzly bears, wolves, elk, lynx) are usually extensive, often spanning landscape-scale or transboundary natural pathways that link large core habitats. These corridors must be wide enough to support not only movement but also normal behaviour, providing adequate food, water, and cover to reduce human-wildlife conflict and facilitate genetic exchange over broad areas. At local and regional levels, they help guide the placement of crossing structures, such as highway overpasses and underpasses, to ensure safe passage across human-made barriers.",icon-large-range-corridors,08-01-04-canada-lynx,8.1.4 Canada Lynx,"Canada lynx are elusive, long-legged felines with tufted ears, short tails, and thick fur adapted to cold climates. Their oversized paws act like snowshoes, allowing them to hunt effectively in deep snow. Lynx are highly specialised predators of snowshoe hares, and their populations fluctuate in tandem with hare abundance. Solitary and nocturnal, lynx prefer dense coniferous forests with abundant understory and minimal human disturbance. In BC, they are most common in interior plateaus and northern ranges, with scattered individuals in the Sea-to-Sky region.",Source,relative index value (0-100),icon-canada-lynx,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-02-medium-range-linkages,8.2 Medium-Range Linkages,"Corridors for medium-ranging mammals (e.g., bobcats, coyotes, foxes, deer) connect smaller, more numerous core habitat patches. They can be natural features, such as riparian buffers or hedgerows, and must be protected from intense edge effects including invasive species, human activity, and high predation risk. These medium-range corridors help identify bottlenecks (pinch points) and guide land management solutions to improve passage (e.g., fencing or vegetation restoration). Locally, they support connections between green spaces in settled areas and regional connectivity corridors.",icon-moderate-range-corridors,08-02-01-black-bear,8.2.1 Black Bear,"Black bears are adaptable mammals found throughout British Columbia’s diverse landscapes, from coastal rainforests to alpine slopes. They have a stocky build, short claws, and a keen sense of smell that helps them forage for berries, insects, and fish. Their coat can range in colour from jet black to cinnamon or even creamy white. They play a vital role in maintaining healthy ecosystems by dispersing seeds and recycling nutrients. Unless food is abundant, black bears typically hibernate from November to March. From September, bears enter hyperphagia, during which their calorie intake increases from 5,000 to 20,000 per day.",Source,relative index value (0-100),icon-black-bear,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-02-medium-range-linkages,8.2 Medium-Range Linkages,"Corridors for medium-ranging mammals (e.g., bobcats, coyotes, foxes, deer) connect smaller, more numerous core habitat patches. They can be natural features, such as riparian buffers or hedgerows, and must be protected from intense edge effects including invasive species, human activity, and high predation risk. These medium-range corridors help identify bottlenecks (pinch points) and guide land management solutions to improve passage (e.g., fencing or vegetation restoration). Locally, they support connections between green spaces in settled areas and regional connectivity corridors.",icon-moderate-range-corridors,08-02-02-mountain-goat,8.2.2 Mountain Goat,"Mountain goats are iconic alpine specialists, adapted to life on steep cliffs and rugged terrain. With thick white coats, black horns, and muscular builds, they navigate vertical landscapes with ease. Their split hooves and rough pads provide grip on rock faces, allowing them to escape predators and access high-elevation forage. Found throughout BC’s mountainous regions, mountain goats are sensitive to disturbance and require undisturbed escape terrain. Their seasonal movements follow snowlines and forage availability, often descending in winter and ascending in summer.",Source,relative index value (0-100),icon-mountain-goat,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-02-medium-range-linkages,8.2 Medium-Range Linkages,"Corridors for medium-ranging mammals (e.g., bobcats, coyotes, foxes, deer) connect smaller, more numerous core habitat patches. They can be natural features, such as riparian buffers or hedgerows, and must be protected from intense edge effects including invasive species, human activity, and high predation risk. These medium-range corridors help identify bottlenecks (pinch points) and guide land management solutions to improve passage (e.g., fencing or vegetation restoration). Locally, they support connections between green spaces in settled areas and regional connectivity corridors.",icon-moderate-range-corridors,08-02-03-black-tailed-deer,8.2.3 Black-Tailed Deer,"Black-tailed deer, also known as mule deer, are browsers adapted to BC’s coastal rainforests. With reddish-brown summer coats and darker winter pelage, they’re named for their distinctive black-tipped tails. These deer are crepuscular, feeding at dawn and dusk, and rely on dense understory for cover. Males grow forked antlers annually, shedding them in late winter. Black-tailed deer are a vital prey species for cougars and wolves and play a key role in shaping forest vegetation through browsing.",Source,relative index value (0-100),icon-black-tailed-deer,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-03-small-range-linkages,8.3 Small-Range Linkages,"Corridors for small-ranging species (e.g., shrews, some rodents and herptiles) are on a much finer scale, often consisting of maintained strips of vegetation, brush piles, or even simple culverts that allow movement between adjacent micro-habitats. Their design focuses on safe passage over very short distances to avoid local threats such as roads, trails or developed lots. At the local level, they can be integrated into urban design and land use policies. At the regional scale, they help enhance ecosystem resilience to microclimatic changes.",icon-small-range-corridors,08-03-01-hoary-marmot,8.3.1 Hoary Marmot,"Hoary marmots are large, social ground squirrels known for their loud whistles, which gave Whistler its name, and communal sunbathing. Their thick silver-grey fur and white muzzle give them a frosted appearance, hence the name “hoary.” Marmots live in colonies and dig extensive burrow systems in alpine meadows, where they forage during the short summer season. They hibernate for up to eight months, relying on fat reserves built during peak forage. In BC, hoary marmots are common in high-elevation habitats, including the Garibaldi and Tantalus ranges.",Source,relative index value (0-100),icon-hoary-marmot,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-03-small-range-linkages,8.3 Small-Range Linkages,"Corridors for small-ranging species (e.g., shrews, some rodents and herptiles) are on a much finer scale, often consisting of maintained strips of vegetation, brush piles, or even simple culverts that allow movement between adjacent micro-habitats. Their design focuses on safe passage over very short distances to avoid local threats such as roads, trails or developed lots. At the local level, they can be integrated into urban design and land use policies. At the regional scale, they help enhance ecosystem resilience to microclimatic changes.",icon-small-range-corridors,08-03-02-douglas’s-squirrel,8.3.2 Douglas’s Squirrel,"he Douglas squirrel is a lively, vocal tree squirrel with a rusty brown back, pale belly, bushy tail, and a distinct black side stripe in summer. Known for its rapid movements and sharp chatter, it plays a key role in forest ecosystems by dispersing seeds and spores. These squirrels are active year-round, caching cones and mushrooms around the forest. They prefer mature coniferous forests, especially those dominated by Douglas-fir, hemlock, and pine. Their nests, called dreys, are built in tree cavities or branch forks and lined with moss and bark.",Source,relative index value (0-100),icon-douglass-squirell,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-03-small-range-linkages,8.3 Small-Range Linkages,"Corridors for small-ranging species (e.g., shrews, some rodents and herptiles) are on a much finer scale, often consisting of maintained strips of vegetation, brush piles, or even simple culverts that allow movement between adjacent micro-habitats. Their design focuses on safe passage over very short distances to avoid local threats such as roads, trails or developed lots. At the local level, they can be integrated into urban design and land use policies. At the regional scale, they help enhance ecosystem resilience to microclimatic changes.",icon-small-range-corridors,08-03-03-yellow-pine-chipmunk,8.3.3 Yellow-Pine Chipmunk,"The yellow-pine chipmunk is a small, agile rodent with bold facial stripes and a reddish-brown back. Chipmunks are excellent climbers and often forage in shrubs and low trees. They’re active during the day, storing food in cheek pouches and caching seeds for winter. Yellow-pine chipmunks hibernate in colder months, emerging in spring to breed and forage. Their vocalisations include high-pitched chips and trills used for alarm and territory defence.",Source,relative index value (0-100),icon-yellow-pine-chipmunk,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-03-small-range-linkages,8.3 Small-Range Linkages,"Corridors for small-ranging species (e.g., shrews, some rodents and herptiles) are on a much finer scale, often consisting of maintained strips of vegetation, brush piles, or even simple culverts that allow movement between adjacent micro-habitats. Their design focuses on safe passage over very short distances to avoid local threats such as roads, trails or developed lots. At the local level, they can be integrated into urban design and land use policies. At the regional scale, they help enhance ecosystem resilience to microclimatic changes.",icon-small-range-corridors,08-03-04-garter-snake,8.3.4 Garter Snake,"Garter snakes are slender, non-venomous reptiles with distinctive longitudinal stripes, typically yellow, green, or blue, running down their dark bodies. Males are considerably smaller than females. They are highly adaptable and often found near water, where they hunt amphibians and small fish. Garter snakes are active during the day and hibernate communally in winter, sometimes in large numbers. They give birth to live young and use their keen sense of smell and tongue-flicking to locate prey. In BC, several subspecies exist, including the common western garter and the more aquatic valley garter. In the Sea-to-Sky the most frequently seen is the common garter snake.",Source,relative index value (0-100),icon-garter-snake,,
08-wildlife-corridors,8.0 Wildlife Corridors,"A clearly defined geographical space where governance, management, and stewardship over the long term sustain or restore effective ecological connectivity while honouring Indigenous stewardship values. Also known as Ecological Corridors in wildland settings or Green Infrastructure Networks in settled areas, these movement pathways link protected and conserved regions and/or unprotected natural habitats. They complement Other effective area-based conservation measures (OECMs) and, together, form ecological networks that conserve biodiversity and promote long-term ecosystem resilience.",icon-icon-wildlife-corridors,08-03-small-range-linkages,8.3 Small-Range Linkages,"Corridors for small-ranging species (e.g., shrews, some rodents and herptiles) are on a much finer scale, often consisting of maintained strips of vegetation, brush piles, or even simple culverts that allow movement between adjacent micro-habitats. Their design focuses on safe passage over very short distances to avoid local threats such as roads, trails or developed lots. At the local level, they can be integrated into urban design and land use policies. At the regional scale, they help enhance ecosystem resilience to microclimatic changes.",icon-small-range-corridors,08-03-05-pacific-tree-frog,8.3.5 Pacific Tree Frog,"The Pacific Tree frog is a tiny, vocal amphibian known for its loud nighttime calls and remarkable colour variation, ranging from green to brown, with a dark eye stripe. Despite their name, they are technically tree frogs and possess toe pads for climbing. These frogs breed in shallow wetlands and temporary pools, laying eggs in clusters attached to vegetation. After metamorphosis, juveniles disperse into upland habitats. Pacific chorus frogs are active from spring through fall and hibernate in leaf litter or underground during winter.",Source,relative index value (0-100),icon-pacific-tree-frog,,
